Model Year,Labor Hours, Labor hours adjusted to .4 per sensor , Material Cost adjusted to 64.47 per sensor , Part MarkUp Adjusted to 18.42 per sensor , Misc. Amt (total) , Custom Column , Customer Paid Amount , Repair Dealer Paid Amount , Total Cost Gross ,Claim Key,VIN,Repair Dealer Code,Document Number,Part Num Full OB (Causal),Part Num Prefix (Causal),Part Num Base (Causal),Part Num Suffix (Causal),Vehicle Line AWS,Mileage,Load Date,Repair Date,Repair Dealer State,Country Repaired,Region Repaired,Production Date,Warranty Start Date,Country Sold,Customer Concern Code,Customer Comments,Condition Code,Technician Comments,Part Install Date,Transaction Code,Part Quantity, Original Labor Cost , Original Material Cost , Original Part MarkUp Adjusted to 18.42 per sensor ,SUPPLIER DISPUTES VALIDITY?,Supplier A DISPUTE REASON,,"Time In Service
(in years)",,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,3093932,1FT8W2BTXNEF09947,8173,62523502,*-1A189-*,*,1A189,*,F7,35647,18-Apr-23,05-Apr-23,AR,USA,NA,30-Jul-22,07-Oct-22,USA,A40,ACCESSORIES C/S THE TPMS LIGHT IS COMING ON EVERY DAY.,42,"Verified customers concern and found the LR TPMS was not reading or responding to programing. Replaced the sensor on Left Rear tire, and trained all sensors. Sensors are all reading properly after test drive now. Repair complete. ***NOTE**** VEHICLE CAME IN ON THE 5TH OF APRIL WITH MILEAGE OF 35647 AT TIME OF WRITE UP. SELF APPROVAL DDME MILEAGE IS CORRECT FOR THE DAY THE CUSTOMER BROUGHT IN FOR REPAIR.",01-JAN-0001,E84,1, $60.00 , $81.54 , $35.55 ,,,,0.493150685,,,,,,,,,,,,,,,,,,
2020,0.7, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10870040,1FT8W3DT2LEE63160,8202,31302503,FR3Z-1A189-J,FR3Z,1A189,J,F7,16074,20-Mar-23,16-Mar-23,WA,USA,NA,17-Sep-20,11-Oct-20,USA,A40,"Customer states the TPMS light is on, please check and advise.",42,TESTED THE TPMS SENSOR FOUND THE DRIVER FRONT SENSOR TO BE DEAD REPLACED SENSOR AND VERIFIED PROPER OPERATION,01-JAN-0001,E84,1, $114.10 , $81.36 , $35.37 ,,,,2.42739726,,,,,,,,,,,,,,,,,,
2020,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10556723,1FT8W3DT5LED31137,601,278179A,FR3Z-1A189-C,FR3Z,1A189,C,F7,10813,14-Feb-23,10-Feb-23,NY,USA,NA,27-May-20,12-Sep-20,USA,A40,C/S DRIVERS INNER TIRE PRESSURE SENSORE SHOWS DASHED LINES,42,"FOUND TIRE SENSOR INOP. REMOVED LEFT REAR WHEELS, REMOVED LEFT REAR INNER TIRE AND PRESSURE SENSOR, REPLACED SENSOR WITH NEW. MOUNTED AND BALANCED TIRE, SET PRESSURE TO SPEC AND INSTALLED WHEEL ON VEHICLE.",01-JAN-0001,E84,1, $71.21 , $81.26 , $35.27 ,,,,2.41369863,,,,,,,,,,,,,,,,,,
2022,0.6, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2346700,1FDXE4FN2NDC07723,601,277007C,FR3Z-1A189-C,FR3Z,1A189,C,E1,4118,03-Feb-23,01-Feb-23,NY,USA,NA,17-Feb-21,22-Feb-21,USA,A40,CUSTOMER STATES THE TPMS FAULT MESSAGE ISON,42,"INSPECTED AND VERIFY TPMS FAULT MESSAGE IS ON, CHECKED AND FOUND THE LH REAR INNER SENSOR NOT READING. CHECKED TIRE PSI AND FOUND GOOD, ATTEMPTED TO TRAIN AND FOUND NO RESPONSE. DISMOUNTED BEAD AND FOUND NO DAMAGE TO THE SENSOR, REPLACED LT INNER SENSOR. RE- ASSEMBLED AND TRAINED SYSTEM, FOUND THE LH INNER SENSOR WILL TRAIN BUT THE OUTER SENSOR WILL NOT. MOUNTED WHEEL TO AXLE AND FOUND THE INNER SENSOR READS 1 PSI AND THE OUTER READS 80 WHICH IS CORRECT. TEST DROVE AND FOUND AFTER DRIVING THE INNER PSI NOW READS CORRECTLY, ALL OK",01-JAN-0001,E84,1, $85.45 , $81.26 , $35.27 ,,,,1.942465753,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2690459,1FT8W3DT0NEC56737,4989,258694A,FR3Z-1A189-C,FR3Z,1A189,C,F7,5178,08-Mar-23,06-Mar-23,FL,USA,NA,22-Sep-21,07-Oct-21,USA,A40,CUSTOMER STATES TMPS LIGHT IS ON,42,VERIFY REAR DRIVER TIRE SENSOR STAYS ON REPLACE SENSOR AND PROGRAM,01-JAN-0001,E84,1, $72.49 , $81.26 , $35.27 ,,,,1.410958904,,,,,,,,,,,,,,,,,,
2020,0.6, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10871647,3LN6L5LU0LR620263,10011,74368201,HC3Z-1A189-F,HC3Z,1A189,F,ZH,24000,20-Mar-23,06-Mar-23,MI,USA,NA,21-Jul-20,31-Aug-20,USA,A40,ADV OF TPMS SENSOR RO 742127,42,"CC42,PART#1A189 PASS REAR SENSOR WOULD NOT TRAIN,DISMOUNTED TIRE,REPLACED SENSOR,OLD SENSOR RETURNED TO PARTS,MOUNTED AND BALANCED TRAINED ALL SENSORS,NO FURTHER ISSUES AT THIS TIME",01-JAN-0001,E84,1, $77.37 , $81.13 , $35.14 ,,,,2.512328767,,,,,,,,,,,,,,,,,,
2022,1.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2587690,1FT7W2BN1NEE61784,8063,270579A,HC3Z-1A189-F,HC3Z,1A189,F,F7,8885,27-Feb-23,24-Feb-23,MA,USA,NA,03-Jun-22,17-Jun-22,USA,A40,CS TPMS SENSOR FAULT (FRONT DRIVERS SIDE),42,"verified complaint that the tire fault light is on, scanned for codes had code b124d present. checked for ssm tsb fsa none found performed ppt c c1 yes. c2 yes c3 no c4 checked all tire pressures and set to factory spec no. c5 trained tpms sensors and right rear tire sensor wouldnt train directed to ppt E. El no E2 directed to install new sensor in the right rear tire. removed tire installed new tpms sensor balanced tire and programmed sensor to vehicle. verified repair vehicle is ok at this time",01-JAN-0001,1,1, $274.31 , $81.13 , $35.14 ,,,,0.690410959,,,,,,,,,,,,,,,,,,
2022,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2961024,3FMCR9C67NRD19180,8946,7611801,F2GZ-1A189-A,F2GZ,1A189,A,M4,19250,03-Apr-23,29-Mar-23,GA,USA,NA,22-Feb-22,05-Apr-22,USA,A40,TIRE C/S TPMS SENSOR,42,slow leak and tpms sensor would not connect to the vehicle WORN technician plugged right rear tire and installed tpms sensor,01-JAN-0001,E84,1, $53.18 , $80.85 , $34.86 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,0.980821918,,,,,,,,,,,,,,,,,,
2021,0.7, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7847368,1FT7W2BN3MED26059,26,211986D,HC3Z-1A189-F,HC3Z,1A189,F,F7,21000,18-Apr-23,21-Mar-23,NY,USA,NA,09-Apr-21,28-Apr-21,USA,A40,TIRES C/S DASH READS TPMS SENSOR RIGHT REAR AT 0 PSI CK AND ADVISE,42,CKD AND VERIFY CONCERN TPMS SENSOR ERROR ON MESSAGE SCREEN - ATTEMPT TO TRAIN ALL SENSORS AND RIGHT REAR SENSOR WONT READ - R&R SENSOR IN R/R TIRE AND THEN TRAIN ALL SENSORS AND ALL OK AT THIS TIME,01-JAN-0001,E84,1, $108.50 , $80.80 , $34.81 ,,,,1.895890411,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2814137,1FT7X2B68NEC68151,5618,2302482,HC3Z-1A189-F,HC3Z,1A189,F,F7,20677,20-Mar-23,09-Mar-23,KY,USA,NA,14-Sep-21,28-Sep-21,USA,A40,tire pressure light is on,42,tpms sensor light is on . checked tire pressure and is at operating level. tried to retrain front driver side sensor and will not work. replaced driver side front tpms sensor,01-JAN-0001,E84,1, $64.59 , $80.80 , $34.81 ,,,,1.443835616,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7107749,1FDRF3HN2MED09383,9172,081837D,*-1A189-*,*,1A189,*,F7,18328,09-Feb-23,07-Feb-23,NH,USA,NA,05-Feb-21,07-Sep-21,USA,A40,CHECK FOR TPMS LIGHT IS ON,42,VERIFY CONCERN DG LEFT REAR INNER TPMS FAILED.RR INNER WHEEL REPLACE TPMS RETRAIN RETEST OK,01-JAN-0001,E84,1, $70.00 , $80.80 , $34.81 ,,,,1.419178082,,,,,,,,,,,,,,,,,,
2022,0.7, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2563662,1FT8W2BT1NEC21055,3271,650092B,9L3Z-1A189-A,9L3Z,1A189,A,F7,31084,24-Feb-23,23-Feb-23,FL,USA,NA,16-Aug-21,04-Sep-21,USA,A40,TPMS MESSAGE KEEPS COMING ON DASHES ONLY RANDOMLY CHECK HISTORY LF SEEMS TO BE THE ISSUE,42,REPLACED LEFT FRONT SENSOR. TRUCK HAD THE WRONG TPMS SENSOR INSTALLED IN WHEEL SO TECHNICIAN REPLACED THE SENSOR WITH THE CORRECT SENSOR AND TRAINED ALL TPMS SENSORS. TEST DROVE AFTERWARDS AND NO LIGHT OR MISCOMMUNICATION FROM THE SENSOR.,01-JAN-0001,E84,1, $106.52 , $80.62 , $34.63 ,,,,1.471232877,,,,,,,,,,,,,,,,,,
2022,1.6, $35.47 , $64.47 , $18.42 ,6.65,0,0,0, $99.94 ,3154197,1FT8W3BT9NEF81664,8017,104428C,HC3Z-1A189-F,HC3Z,1A189,F,F7,15176,24-Apr-23,18-Apr-23,IL,USA,NA,06-Oct-22,14-Oct-22,USA,A40,CUSTOMER STS LF TPMS IS NOT WORKING ALL THE TIME,42,"VERIFIED CUSTOMER CONCERN. FOUND HISTORY OF TPMS LIGHT COMING ON FOR LAST COUPLE MONTHS. TPMS LIGHT ON AND B124D 02 C8 STORED IN BCM. PINPOINT TEST C 1Y2Y3N4N5Y6N, REPLACE SENSOR. TESTED BATT VOLTAGE ON SENSORS AND FOUND SENSOR ON FRONT LEFT TO BE LOW. R&R OF SENSOR. TRAINED TPMS AND TESTED FOR PROPER OPERATION OF SYSTEM AND RESOLVE OF CUSTOMER CONCERN. CAUSAL PART TPMS SENSOR, CC 42",01-JAN-0001,E84,1, $212.74 , $80.62 , $34.63 ,,,,0.509589041,,,,,,,,,,,,,,,,,,
2020,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10582887,1FT7W2BN3LEC29300,9880,2716912,HC3Z-1A189-F,HC3Z,1A189,F,F7,27453,16-Feb-23,13-Feb-23,ID,USA,NA,09-Jan-20,25-Mar-20,USA,A40,CUSTOMER STATES TPMS WARNING LIGHT IS ON CHECK AND ADVISE,42,"FOUND LF WHEEL TPMS SENSOR UNRESPONSIVE TO ALL TPMS PROGRAMMING TOOLS. VERIFIED SENSOR WAS IN TIRE AND INSTALLED PROPERLY. REMOVED AND REPLACED TPMS SENSOR, RETRAINED ALL TPMS SENSORS, OK.",01-JAN-0001,E84,1, $64.62 , $80.57 , $34.58 ,,,,2.890410959,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7791491,1FT8W3DT9MED77913,2006,327698A,FR3Z-1A189-A,FR3Z,1A189,A,F7,33181,12-Apr-23,06-Apr-23,IN,USA,NA,02-Jul-21,16-Jul-21,USA,TB6,CUST STATES LEFT FRONT TIRE IS LEAKING AIR FROM VALVE STEM AGAIN,D8,"verified cust concern, Replaced valve stem in left front",01-JAN-0001,E84,1, $60.69 , $80.53 , $34.54 ,X,"Dealer report of TPM sensors leaking from around the valve stem typically indicates either improper installation to the wheel at the Ford Assembly Plant, damage by the customer during maintenance, or unapproved, aftermarket valve stem caps installed with a dissimilar metal that causes corrosion of the valve stem (non-supplier responsible).",,1.723287671,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7069836,1FT8W3BT8MEE16221,4352,920419A,HC3Z-1A189-F,HC3Z,1A189,F,F7,20425,06-Feb-23,02-Feb-23,NY,USA,NA,02-Jun-21,16-Jun-21,USA,A40,CUSTOMER STATES TPMS LIGHT WILL NOT RESET - REPORT,42,"Verified customers concern tpms will not reset, tested left rear tpms sensor and found dead, removed tire, replaced tpms sensor with new, adjusted all tire pressures to spec and performed relearn, verified operating as designed.",01-JAN-0001,E84,1, $77.50 , $80.53 , $34.54 ,,,,1.632876712,,,,,,,,,,,,,,,,,,
2020,0.7, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10927706,1FTER4EHXLLA70254,6216,055119E,HC3Z-1A189-F,HC3Z,1A189,F,R2,28351,27-Mar-23,09-Mar-23,CA,USA,NA,09-Sep-20,06-Oct-20,USA,A40,"UPON LINE B SERVICES, TIRE PRESSURE WAS SET TOSPECS AND ALL TPMS WERE RELEARNED, FOUND RIGHTFRONT TPMS NOT TRAINING AND TPMS STILLFLASHING.",42,"TIRE PRESSURE SET TO SPECS AND RELEARNED SENSORS, TPMS FOR FRONT RIGHT TPMS STILL ON. TPMS LIGHT FLASHING ON DASH, FOUND THIS IS SENSOR IS NOT TAKING THE REPROGRAMMING. DISMOUNTED TIRE AND REPLACED TPMS AND REMOUNTED TIRE AND RELEARNED SENSORS, NO LIGHTS PERSIST.",01-JAN-0001,E84,1, $119.00 , $80.48 , $34.49 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,2.421917808,,,,,,,,,,,,,,,,,,
2021,0.7, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7198932,1FD8W3HT2MED41065,8211,32442803,FR3Z-1A189-C,FR3Z,1A189,C,F7,17644,17-Feb-23,08-Feb-23,LA,USA,NA,08-Apr-21,30-Apr-21,USA,A40,CUSTOMER STATES TIRE PRESSURE SENSORS ARE SHOWING 40 PSI ON DASH BUT MEASURING 75 PSI WHEN MANUALLY CHECKED WITH CUSTOMER`S GAUGE,42,"12651D .2 1552AA .5 VERIFIED CUSTOMER CONCERN. PERFORMED TPMS SENSOR RELEARN, FOUND PASSENGER REAR OUTER TIRE SENSOR WAS FAULTY. REPLACED SENSOR AND RELEARNED ALL TPMS SENSORS. SET TIRE PRESSURES AT 70 PSI",01-JAN-0001,E84,1, $98.26 , $80.48 , $34.49 ,,,,1.778082192,,,,,,,,,,,,,,,,,,
2022,0.7, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2410168,1FT7W2BT4NEF74692,8211,32434201,HC3Z-1A189-F,HC3Z,1A189,F,F7,1269,09-Feb-23,07-Feb-23,LA,USA,NA,16-Nov-22,23-Jan-23,USA,A40,"TPMS SENSOR (VEHICLE IS STILL UNDER THE 3 YEAR 36,000 MILE WARRANTY)",42,"12650D .2 1552AA .5 RAN EEC TEST NO CODES COULD NOT TRAIN SENSOR. REPLACED AND RE-TRAINED. RE-TESD OK AT THIS TIME,",01-JAN-0001,1,1, $98.26 , $80.48 , $34.49 ,,,,0.04109589,,,,,,,,,,,,,,,,,,
2020,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10819676,1FT8W3DT3LEE61787,426,3410304,FR3Z-1A189-C,FR3Z,1A189,C,F7,20916,14-Mar-23,22-Feb-23,CO,USA,NA,18-Sep-20,26-Dec-20,USA,A40,TECH STATES TIRE TPMS STEM IS LEAKING,42,INSPECT AND REPLACE VALVE FOR LEFT INNER REAR TIRE - NO FURTHER ISSUES,01-JAN-0001,E84,1, $82.58 , $80.39 , $34.40 ,,,,2.15890411,,,,,,,,,,,,,,,,,,
2020,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10654460,1FT8W3DT3LEE85166,5113,639415A,FR3Z-1A189-C,FR3Z,1A189,C,F7,17995,24-Feb-23,23-Feb-23,MO,USA,NA,19-Oct-20,11-Nov-20,USA,TB6,CUST STATES THERE IS A DRIVERS SIDE FRONT TIRE HAS LEAK POSSIBLE STEM,42,FOUND VALVE STEM LEAKING. INSTALLED NEW AND OK AT THIS TIME.,01-JAN-0001,E84,1, $72.60 , $80.16 , $34.17 ,X,"Dealer report of TPM sensors leaking from around the valve stem typically indicates either improper installation to the wheel at the Ford Assembly Plant, damage by the customer during maintenance, or unapproved, aftermarket valve stem caps installed with a dissimilar metal that causes corrosion of the valve stem (non-supplier responsible).",,2.284931507,,,,,,,,,,,,,,,,,,
2021,0.6, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7374075,1FATP8UHXM5120782,5113,627221A,F2GZ-1A189-A,F2GZ,1A189,A,ZA,24841,06-Mar-23,04-Aug-22,MO,USA,NA,27-Mar-21,20-Apr-21,USA,A40,TPMS FAULT LIGHT ON,28,"FOUND TPMS SENSOR NOT RESPONDING, REPLACED",01-JAN-0001,E84,1, $87.12 , $80.16 , $34.17 ,,,,1.290410959,,,,,,,,,,,,,,,,,,
2019,0.9, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,13860984,3LN6L5D96KR607977,9749,181221A,HC3Z-1A189-F,HC3Z,1A189,F,ZP,11685,01-Feb-23,19-Jan-23,NY,USA,NA,31-Oct-18,28-Feb-19,USA,TB6,CLIENT STATES RIGHT FRONT TIRE LOSING AIR CHECK AND R EPORT,42,CUSTOMER STATES FRONT RIGHT TIRE LOSING AIR. CHECKED TIRE AND VERIFIED CUSTOMERS CONCERN WAS LEAKING FROM VALVE STEM. RESCANNED FOR CODES AND FOUND NO CODES FOR SENSOR NOT TRAINING. WENT TO SYMPTOM CHART AND FOUND PINPOINT TEST G ONE OR MORE SENSOR COULD NOT TRAIN. FOLLOWED PINPOINT TEST AND SAID TO REPLACE SENSOR. REPLACED VALVE STEM AND RETRAINED ALL SENSORS AND IS NOW OPERATING AS DESIGNED,01-JAN-0001,E84,1, $177.91 , $80.07 , $34.08 ,X,"Dealer report of TPM sensors leaking from around the valve stem typically indicates either improper installation to the wheel at the Ford Assembly Plant, damage by the customer during maintenance, or unapproved, aftermarket valve stem caps installed with a dissimilar metal that causes corrosion of the valve stem (non-supplier responsible).",,3.893150685,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10608384,3LN6L5F90LR602014,9749,181780D,HC3Z-1A189-F,HC3Z,1A189,F,ZP,17600,20-Feb-23,07-Feb-23,NY,USA,NA,06-Aug-19,11-Mar-20,USA,A40,TIRE LIGHT ON,1,AFTER REMOVING THE TIRE FOUND THE TIRE SENSOR WAS DAMAGED BY THE TIRE REPLACED AND REPROGRAMED THE SENSOR,01-JAN-0001,E84,1, $79.07 , $80.07 , $34.08 ,,,,2.912328767,,,,,,,,,,,,,,,,,,
2020,0.9, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,11042411,1FA6P8TH2L5172288,4871,8710405,F2GZ-1A189-A,F2GZ,1A189,A,ZA,33826,10-Apr-23,03-Apr-23,FL,USA,NA,01-Sep-20,04-Oct-20,USA,A40,BODY ELECTRICAL customer states the r/r tire sensor is not,42,VERIFY CONCERN. REFER TO WSM SYMPTOM CHART. RUN PPT G PER SYMPTOM CHART. G1 NO G2 NO. REPLACE SUSPECT TPMS. TRAIN ALL SENSORS. ALL OK AT THIS TIME.,01-JAN-0001,E84,1, $139.59 , $80.02 , $34.03 ,,,,2.495890411,,,,,,,,,,,,,,,,,,
2022,0.7, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2759399,1FT8W2BT0NEE88140,4871,8606902,HC3Z-1A189-F,HC3Z,1A189,F,F7,14822,14-Mar-23,13-Mar-23,FL,USA,NA,17-Jun-22,22-Jul-22,USA,A40,BODY ELECTRICAL customer states the tpms fault message is on,42,FOUND TPM SENSOR L/R FAULTING. REPLACE L/R TIRE SENSOR AND REPROGRAM TPM SENSORS.,01-JAN-0001,E84,1, $108.57 , $80.02 , $34.03 ,,,,0.64109589,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7777058,1FT8W3DT9MEC01783,9084,234672B,FR3Z-1A189-C,FR3Z,1A189,C,F7,34190,11-Apr-23,04-Apr-23,NY,USA,NA,28-Oct-20,02-Dec-20,USA,A40,CUST STATES PASS REAR OUTTER TIRE SENSOR NOT READING CHECK AND ADVISE,42,"CONFIRMED TPMS NOT READING ON SCANNER, FOUND SENSOR IS DEAD. REPLACED SENSOR AND RELEARNED ALL TIRE POSITIONS, OPERATION NORMA L",01-JAN-0001,E84,1, $98.19 , $79.98 , $33.99 ,,,,2.336986301,,,,,,,,,,,,,,,,,,
2020,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,11068267,1FD8W3HT0LEE87690,2199,046222A,FR3Z-1A189-J,FR3Z,1A189,J,F7,25312,13-Apr-23,21-Feb-23,OH,USA,NA,16-Oct-20,04-Nov-20,USA,A40,R/F TPMS FAULT LIGHT ON,42,TPMS; VERIFED TPMS LIGHT ON PERFORM TRAINING AND FOUND THE RIGHT FRONT TPMS SENSOR NOT RESPONDING. REPLACED RIGHT FRONT TPMS SENSOR. SET TIRES PRESSURES. TRAIN SENSORS AND VERIFED TPMS LIGHT WENT OUT.,01-JAN-0001,E84,1, $62.22 , $79.98 , $33.99 ,,,,2.298630137,,,,,,,,,,,,,,,,,,
2020,1, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,10561803,1FA6P8TH7L5171069,31,1203351,F2GZ-1A189-A,F2GZ,1A189,A,ZA,15995,14-Feb-23,10-Feb-23,VA,USA,NA,24-Aug-20,28-Nov-20,USA,A40,ADD TPM LIGHT ON,42,VERIFY THE CUSTOMERS CONCERN. RUN DIAG ON THE BCM. CODE B124D:02 WAS PRESENT IN MEMORY. FOLLOW PPT B IN SECTION 204-04B OF THE WSM. PPT B4 TEST RESULTS CALL FOR TPMS SENSOR REPLACEMENT OF THE LF WHEEL. R&R THE TPMS SENSOR. BALANCE THE WHEEL. SET TIRE PRESSURE AND TRAIN THE TPMS SENSOR. RUN FINAL QUICK TEST ON THE BCM. PASS. VERIFY THAT THE WARNING INDICATOR IS NO LONGER PRESENT.,01-JAN-0001,E84,1, $144.72 , $79.98 , $33.99 ,,,,2.202739726,,,,,,,,,,,,,,,,,,
2021,1, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7073394,3FMCR9B64MRA34078,31,1165252,F2GZ-1A189-A,F2GZ,1A189,A,M4,10060,06-Feb-23,03-Feb-23,VA,USA,NA,02-Mar-21,25-Mar-21,USA,A40,TPMS LIGHT ON,42,VERIFY THE CUSTOMERS CONCERN. RUN DIAG ON THE BCM. CODE B124D:02 WAS PRESENT IN MEMORY. FOLLOW PPT B IN SECTION 204-04B OF THE WSM. PPT B4 TEST RESULTS CALL FOR TPMS SENSOR REPLACEMENT OF THE LF WHEEL. R&R THE TPMS SENSOR. BALANCE THE WHEEL. SET TIRE PRESSURE AND TRAIN THE TPMS SENSOR. RUN FINAL QUICK TEST ON THE BCM. PASS. VERIFY THAT THE WARNING INDICATOR IS NO LONGER PRESENT.,01-JAN-0001,E84,1, $144.72 , $79.98 , $33.99 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.863013699,,,,,,,,,,,,,,,,,,
2022,1, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2879965,1FT7W2BN5NEC57604,31,1368651,HC3Z-1A189-F,HC3Z,1A189,F,F7,20766,27-Mar-23,13-Mar-23,VA,USA,NA,24-Sep-21,08-Oct-21,USA,A40,CUSTOMER STATES TIRE PRESSURE WARNING LIGHT IS FLASHING. SHOWS IT`S ON FOR LEFT REAR BUT IT`S THE THE RIGHT FRONT TIRE,42,"VERIFY CONCERN. PERFORMED SELF TEST AND RETRIEVED B124D:02 C1 YES C2 SAME RF WOULD NOT TRAIN C3 NO ALL PSI SET AND DROVE, STILL ON C5 RF WOULD NOT TRAIN E1 NO E2 NO RF DID NOT TRAIN. INSTALL NEW TPMS AND VERIFY REPAIR.",01-JAN-0001,E84,1, $144.72 , $79.98 , $33.99 ,,,,1.42739726,,,,,,,,,,,,,,,,,,
2021,0.9, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7626764,1FA6P8CF8M5121393,31,1434252,F2GZ-1A189-A,F2GZ,1A189,A,ZA,9970,28-Mar-23,23-Mar-23,VA,USA,NA,01-Oct-21,19-Oct-21,USA,A40,TIRE LIGHT IS ON - ADVISE,42,"RAN SELF TEST ON BCM. NO CODES PRESENT. FOLLOW SYMPTOM CHART IN WSM. FOLLOW PPT E. E1-NO, E3-NO, E4-NO, E5YES, E6-NO. PER PPT E6 RESULTS REMOVE AND REPLACE PASSENGER REAR TIRE PRESSURE SENSOR. SET TIRE PRESSURE CALIBRATE ALL SENSOR. VERIFY PROPER OPERATION. NO LIGHT PRESENT AT THIS TIME.",01-JAN-0001,E84,1, $130.25 , $79.98 , $33.99 ,,,,1.424657534,,,,,,,,,,,,,,,,,,
2021,0.9, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7931263,1FA6P8TH4M5156076,31,1300151,F2GZ-1A189-A,F2GZ,1A189,A,ZA,5794,26-Apr-23,28-Feb-23,VA,USA,NA,13-Dec-21,28-Feb-22,USA,A40,TIRE LIGHT IS ON,42,BODY / CHASSIS / ELECTRICAL (BCE) (14A068/ 14B205/ 14C708/ 14D212/ 14F546/ 14G371/ 14G490/ 14G617/ 14G618/ 15604/ 15K600) - TEST. DIAGNOSTIC PIN POINT TEST. SENSOR ASSEMBLY - TIRE PRESSURE - REPLACED RIGHT REAR TIRE PRESSURE SENSOR,01-JAN-0001,1,1, $130.25 , $79.98 , $33.99 ,,,,1,,,,,,,,,,,,,,,,,,
2022,1, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2658125,1FTBF2B6XNED02121,31,912551,HC3Z-1A189-F,HC3Z,1A189,F,F7,163,06-Mar-23,22-Dec-22,VA,USA,NA,10-Nov-21,28-Dec-21,USA,A40,TIRE LIGHT ON,42,"VERIFY CONCERN. RAN SELF TEST ON BCM. NO CODES PRESENT. FOLLOW SYMTOM CHART IN WSM. FOLLOW PPT C. C1-YES, C2-YES, C3-NO, C4-NO, C5-YES, C6-NO. PER PPT C6 RESULTS REMOVE AND REPLACE PASSENGER REAR TIRE PRESSURE SENSOR. INSTALL ALL COMPONENTS. TRAIN SENSORS. VERIFY REPAIR. VERIFY CONCERN. RAN SELF TEST ON BCM. NO CODES PRESENT. FOLLOW SYMTOM CHART IN WSM. FOLLOW PPT C. C1-YES, C2-YES, C3-NO, C4-NO, C5-YES, C6-NO. PER PPT C6 RESULTS REMOVE AND REPLACE PASSENGER REAR TIRE PRESSURE SENSOR. INSTALL ALL COMPONENTS. TRAIN SENSORS. VERIFY REPAIR.",01-JAN-0001,1,1, $144.72 , $79.98 , $33.99 ,,,,0.983561644,,,,,,,,,,,,,,,,,,
